row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit
2065,Ca-2014-106439,2014-10-31,2014-04-11,Standard Class,Gg-14650,Greg Guthrie,Corporate,Los Angeles,California,West,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.1692
2066,Ca-2014-106439,2014-10-31,2014-04-11,Standard Class,Gg-14650,Greg Guthrie,Corporate,Los Angeles,California,West,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147
2067,Ca-2014-106439,2014-10-31,2014-04-11,Standard Class,Gg-14650,Greg Guthrie,Corporate,Los Angeles,California,West,Technology,Accessories,Maxell Lto Ultrium - 800 Gb,251.91,9,0.0,47.8629
2068,Ca-2014-106439,2014-10-31,2014-04-11,Standard Class,Gg-14650,Greg Guthrie,Corporate,Los Angeles,California,West,Office Supplies,Art,Newell 325,12.39,3,0.0,3.717
2069,Ca-2015-133452,2015-04-13,2015-04-19,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,Pomona,California,West,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,199.96,4,0.0,69.986
2070,Ca-2015-133452,2015-04-13,2015-04-19,Standard Class,Zc-21910,Zuschuss Carroll,Consumer,Pomona,California,West,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394
2071,Ca-2016-146521,2016-07-21,2016-07-23,Second Class,Cc-12610,Corey Catlett,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Gbc Instant Report Kit,1.941,1,0.7,-1.294
2072,Us-2017-110996,2017-11-20,2017-11-25,Standard Class,Ka-16525,Kelly Andreada,Consumer,Ontario,California,West,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137
2073,Ca-2016-129693,2016-11-26,2016-02-12,Standard Class,Tc-20980,Tamara Chand,Corporate,Seattle,Washington,West,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,7.312,2,0.2,2.5592
2074,Ca-2017-122504,2017-07-11,2017-12-11,Second Class,Db-13270,Deborah Brumfield,Home Office,Brentwood,California,West,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931
2075,Ca-2017-122504,2017-07-11,2017-12-11,Second Class,Db-13270,Deborah Brumfield,Home Office,Brentwood,California,West,Technology,Phones,"Plantronics Cs 50-Usb - Headset - Convertible, Monaural",761.544,7,0.2,66.6351
2076,Ca-2014-131051,2014-01-12,2014-05-12,Standard Class,Tr-21325,Toby Ritter,Consumer,San Francisco,California,West,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",58.2,3,0.0,28.518
2077,Ca-2017-140676,2017-12-09,2017-09-15,First Class,Bf-11080,Bart Folk,Consumer,Baltimore,Maryland,East,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",39.9,5,0.0,19.95
2078,Ca-2017-140676,2017-12-09,2017-09-15,First Class,Bf-11080,Bart Folk,Consumer,Baltimore,Maryland,East,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0.0,26.3494
2079,Ca-2017-140676,2017-12-09,2017-09-15,First Class,Bf-11080,Bart Folk,Consumer,Baltimore,Maryland,East,Office Supplies,Paper,Xerox 1939,94.85,5,0.0,45.528
2080,Ca-2015-120103,2015-12-24,2015-12-29,Standard Class,Ms-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,Computer Printout Paper With Letter-Trim Perforations,106.232,7,0.2,37.1812
2081,Ca-2015-120103,2015-12-24,2015-12-29,Standard Class,Ms-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,Technology,Phones,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,111.984,2,0.2,11.1984
2082,Ca-2015-120103,2015-12-24,2015-12-29,Standard Class,Ms-17365,Maribeth Schnelling,Consumer,Phoenix,Arizona,West,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352
2083,Ca-2017-104647,2017-02-23,2017-01-03,Standard Class,Ck-12595,Clytie Kelty,Consumer,Los Angeles,California,West,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” X 11”",37.44,6,0.0,16.848
2084,Ca-2014-110352,2014-11-23,2014-11-29,Standard Class,Ed-13885,Emily Ducich,Home Office,Houston,Texas,Central,Office Supplies,Labels,Alphabetical Labels For Top Tab Filing,23.68,2,0.2,8.88
2085,Ca-2016-140501,2016-06-23,2016-06-28,Standard Class,Im-15070,Irene Maddox,Consumer,New York City,New York,East,Office Supplies,Labels,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",122.12,4,0.0,56.1752
2086,Ca-2016-140501,2016-06-23,2016-06-28,Standard Class,Im-15070,Irene Maddox,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 52,18.45,5,0.0,8.6715
2087,Ca-2016-140501,2016-06-23,2016-06-28,Standard Class,Im-15070,Irene Maddox,Consumer,New York City,New York,East,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988
2088,Ca-2016-140501,2016-06-23,2016-06-28,Standard Class,Im-15070,Irene Maddox,Consumer,New York City,New York,East,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,0.0,68.9631
2089,Ca-2016-140501,2016-06-23,2016-06-28,Standard Class,Im-15070,Irene Maddox,Consumer,New York City,New York,East,Office Supplies,Fasteners,Translucent Push Pins By Oic,3.96,2,0.0,1.4652
2090,Ca-2015-139290,2015-10-26,2015-10-30,Standard Class,My-17380,Maribeth Yedwab,Corporate,Rancho Cucamonga,California,West,Office Supplies,Labels,Avery 507,5.76,2,0.0,2.6496
2091,Ca-2017-166142,2017-07-15,2017-07-19,Standard Class,Mm-17260,Magdelene Morse,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,Gbc Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095
2092,Ca-2017-166142,2017-07-15,2017-07-19,Standard Class,Mm-17260,Magdelene Morse,Consumer,Wilmington,Delaware,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839
2093,Ca-2014-145926,2014-11-17,2014-11-21,Standard Class,Mp-17470,Mark Packer,Home Office,Moorhead,Minnesota,Central,Furniture,Chairs,Global Super Steno Chair,479.9,5,0.0,81.583
2094,Ca-2015-149678,2015-04-13,2015-04-15,Second Class,Aw-10840,Anthony Witt,Consumer,Farmington,New Mexico,West,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0.0,0.3864
2095,Us-2015-164357,2015-11-25,2015-11-29,Standard Class,Sf-20065,Sandra Flanagan,Consumer,Wilmington,North Carolina,South,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476
2096,Us-2016-146570,2016-05-15,2016-05-20,Standard Class,Sn-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,Office Supplies,Binders,Gbc Docubind P50 Personal Binding Machine,511.84,8,0.0,240.5648
2097,Us-2016-146570,2016-05-15,2016-05-20,Standard Class,Sn-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,Office Supplies,Art,Boston Ks Multi-Size Manual Pencil Sharpener,91.96,4,0.0,25.7488
2098,Us-2016-146570,2016-05-15,2016-05-20,Standard Class,Sn-20710,Steve Nguyen,Home Office,Jackson,Mississippi,South,Office Supplies,Art,Newell 344,8.34,3,0.0,2.1684
2099,Ca-2017-124401,2017-07-09,2017-12-09,Standard Class,Rd-19900,Ruben Dartt,Consumer,Portland,Oregon,West,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,0.2,2.355
2100,Ca-2017-124401,2017-07-09,2017-12-09,Standard Class,Rd-19900,Ruben Dartt,Consumer,Portland,Oregon,West,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.4839
2101,Us-2014-140116,2014-10-03,2014-03-17,Standard Class,Kt-16480,Kean Thornton,Consumer,Denver,Colorado,West,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,636.408,3,0.2,-15.9102
2102,Us-2014-140116,2014-10-03,2014-03-17,Standard Class,Kt-16480,Kean Thornton,Consumer,Denver,Colorado,West,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564
2103,Ca-2014-123295,2014-07-18,2014-07-18,Same Day,Ah-10120,Adrian Hane,Home Office,Tucson,Arizona,West,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136
2104,Ca-2017-167101,2017-03-24,2017-03-28,Second Class,Bm-11650,Brian Moss,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1888,221.92,4,0.0,106.5216
2105,Ca-2017-167101,2017-03-24,2017-03-28,Second Class,Bm-11650,Brian Moss,Corporate,New York City,New York,East,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,26.0,2,0.0,11.7
2106,Us-2014-167633,2014-09-30,2014-05-10,Standard Class,Bw-11200,Ben Wallace,Consumer,Boynton Beach,Florida,South,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432
2107,Us-2014-152723,2014-09-26,2014-09-26,Same Day,Hg-14965,Henry Goldwyn,Corporate,Mesquite,Texas,Central,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,0.8,-1.4016
2108,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Paper,Xerox 191,19.98,1,0.0,9.3906
2109,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,398.352,3,0.2,124.485
2110,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Art,Newell 308,5.04,3,0.0,1.26
2111,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,17.45,5,0.0,8.027
2112,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",323.136,4,0.2,20.196
2113,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0.0,8.019
2114,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Technology,Phones,Polycom Soundstation2 Ex Conference Phone,1295.84,4,0.2,145.782
2115,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Office Supplies,Storage,Mobile Personal File Cube,46.84,2,0.0,12.6468
2116,Ca-2015-164882,2015-10-31,2015-10-31,Same Day,Sg-20080,Sandra Glassco,Consumer,Redlands,California,West,Furniture,Bookcases,Dmi Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392
2117,Ca-2015-159786,2015-12-10,2015-10-17,Second Class,Rk-19300,Ralph Kennedy,Consumer,Rochester,New York,East,Furniture,Tables,"Safco Planmaster Heigh-Adjustable Drafting Table Base, 43W X 30D X 30-37H, Black",209.67,1,0.4,-13.978
2118,Ca-2016-130267,2016-09-19,2016-09-23,Standard Class,Sw-20245,Scot Wooten,Consumer,Stockton,California,West,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" X 17"", Ream",159.88,7,0.0,73.5448
2119,Ca-2017-155460,2017-04-13,2017-04-15,First Class,Rw-19630,Rob Williams,Corporate,Seattle,Washington,West,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),5.28,1,0.0,2.376
2120,Ca-2017-155460,2017-04-13,2017-04-15,First Class,Rw-19630,Rob Williams,Corporate,Seattle,Washington,West,Office Supplies,Binders,Gbc Docubind Tl200 Manual Binding Machine,895.92,5,0.2,302.373
2121,Us-2017-168690,2017-07-01,2017-01-13,Standard Class,Ts-21085,Thais Sissman,Consumer,Ormond Beach,Florida,South,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656
2122,Ca-2017-158246,2017-09-11,2017-11-11,First Class,Jb-15400,Jennifer Braxton,Corporate,Sunnyvale,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
2123,Ca-2017-167381,2017-09-22,2017-09-24,Second Class,Eh-14005,Erica Hernandez,Home Office,Lansing,Michigan,Central,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,241.96,2,0.0,41.1332
2124,Ca-2017-167381,2017-09-22,2017-09-24,Second Class,Eh-14005,Erica Hernandez,Home Office,Lansing,Michigan,Central,Office Supplies,Labels,Avery 511,27.72,9,0.0,13.3056
2125,Ca-2017-144862,2017-01-12,2017-05-12,Standard Class,Eh-14005,Erica Hernandez,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,0.2,35.3295
2126,Ca-2017-144862,2017-01-12,2017-05-12,Standard Class,Eh-14005,Erica Hernandez,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,"Belkin Sportfit Armband For Iphone 5S/5C, Fuchsia",62.958,7,0.4,9.4437
2127,Ca-2014-126032,2014-06-23,2014-06-28,Standard Class,Bs-11665,Brian Stugart,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,86.376,3,0.2,1.0797
2128,Ca-2015-134859,2015-04-10,2015-09-10,Standard Class,Jk-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Dataproducts Ampli Magnifier Task Lamp, Black,",64.944,3,0.2,6.4944
2129,Ca-2015-134859,2015-04-10,2015-09-10,Standard Class,Jk-16120,Julie Kriz,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1946,20.736,4,0.2,7.2576
2130,Us-2014-114188,2014-05-20,2014-05-22,Second Class,Rf-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.0,9.3184
2131,Us-2014-114188,2014-05-20,2014-05-22,Second Class,Rf-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0.0,11.9412
2132,Us-2014-114188,2014-05-20,2014-05-22,Second Class,Rf-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0.0,60.1398
2133,Ca-2015-156524,2015-11-20,2015-11-26,Standard Class,Dl-12865,Dan Lawera,Consumer,New York City,New York,East,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039
2134,Ca-2015-122210,2015-11-30,2015-04-12,Standard Class,Wb-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes Pb200 Plastic Comb Binding Machine,152.991,3,0.7,-122.3928
2135,Ca-2015-122210,2015-11-30,2015-04-12,Standard Class,Wb-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Revere Boxed Rubber Bands By Revere,10.584,7,0.2,-2.3814
2136,Ca-2015-122210,2015-11-30,2015-04-12,Standard Class,Wb-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Motorla Hx550 Universal Bluetooth Headset,94.92,4,0.4,15.82
2137,Ca-2015-156377,2015-12-31,2016-05-01,Standard Class,Tb-21625,Trudy Brown,Consumer,Grand Prairie,Texas,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439
2138,Ca-2015-156377,2015-12-31,2016-05-01,Standard Class,Tb-21625,Trudy Brown,Consumer,Grand Prairie,Texas,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,3.656,4,0.8,-5.8496
2139,Us-2017-157896,2017-11-16,2017-11-16,Same Day,Cb-12415,Christy Brittain,Consumer,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41
2140,Ca-2014-159520,2014-06-06,2014-11-06,Standard Class,Gt-14635,Grant Thornton,Corporate,Long Beach,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9,0.2,50.4711
2141,Ca-2014-159520,2014-06-06,2014-11-06,Standard Class,Gt-14635,Grant Thornton,Corporate,Long Beach,New York,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0.0,4.4564
2142,Ca-2014-159520,2014-06-06,2014-11-06,Standard Class,Gt-14635,Grant Thornton,Corporate,Long Beach,New York,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" X 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174
2143,Ca-2016-155481,2016-01-09,2016-05-09,Standard Class,Dk-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",30.48,6,0.2,9.906
2144,Ca-2016-155481,2016-01-09,2016-05-09,Standard Class,Dk-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,23.988,2,0.4,-4.7976
2145,Ca-2016-155481,2016-01-09,2016-05-09,Standard Class,Dk-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236
2146,Us-2016-152051,2016-06-25,2016-06-29,Standard Class,Ts-21160,Theresa Swint,Corporate,York,Pennsylvania,East,Furniture,Chairs,"Global Leather Highback Executive Chair With Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882
2147,Us-2016-152051,2016-06-25,2016-06-29,Standard Class,Ts-21160,Theresa Swint,Corporate,York,Pennsylvania,East,Office Supplies,Binders,Gbc Wire Binding Strips,38.088,4,0.7,-27.9312
2148,Us-2016-152051,2016-06-25,2016-06-29,Standard Class,Ts-21160,Theresa Swint,Corporate,York,Pennsylvania,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",254.352,6,0.2,-50.8704
2149,Ca-2014-141607,2014-12-12,2014-12-17,Standard Class,Wb-21850,William Brown,Consumer,Concord,California,West,Furniture,Furnishings,Eldon Advantage Chair Mats For Low To Medium Pile Carpets,43.31,1,0.0,4.331
2150,Ca-2017-102771,2017-03-31,2017-05-04,Standard Class,Do-13435,Denny Ordway,Consumer,New York City,New York,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,0.0,22.087
2151,Us-2017-139969,2017-11-19,2017-11-26,Standard Class,Af-10870,Art Ferguson,Consumer,College Station,Texas,Central,Furniture,Chairs,Office Star Flex Back Scooter Chair With White Frame,233.058,3,0.3,-53.2704
2152,Ca-2014-167360,2014-11-24,2014-11-29,Second Class,Rb-19435,Richard Bierner,Consumer,Saint Louis,Missouri,Central,Technology,Accessories,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,111.79,7,0.0,43.5981
2153,Ca-2015-123505,2015-11-22,2015-11-26,Standard Class,Ar-10540,Andy Reiter,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,Xerox 1970,14.94,3,0.0,7.0218
2154,Ca-2016-117282,2016-07-14,2016-07-18,Standard Class,Dr-12880,Dan Reichenbach,Corporate,New York City,New York,East,Office Supplies,Binders,Gbc Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133
2155,Us-2016-120460,2016-04-30,2016-05-05,Standard Class,Bf-11170,Ben Ferrer,Home Office,Dallas,Texas,Central,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
2156,Ca-2016-111115,2016-07-25,2016-07-27,Second Class,Lb-16735,Larry Blacks,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,Oic Binder Clips,21.48,6,0.0,10.74
2157,Ca-2014-124646,2014-06-22,2014-06-24,First Class,Dv-13465,Dianna Vittorini,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0
2158,Ca-2014-124646,2014-06-22,2014-06-24,First Class,Dv-13465,Dianna Vittorini,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164
2159,Ca-2017-148166,2017-10-21,2017-10-26,Standard Class,Nk-18490,Neil Knudson,Home Office,Deltona,Florida,South,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0088
2160,Ca-2016-159737,2016-03-09,2016-09-09,Standard Class,Cs-11950,Carlos Soltero,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"Xtralife Clearvue Slant-D Ring Binder, White, 3""",8.808,3,0.8,-14.9736
2161,Ca-2016-141019,2016-05-14,2016-05-14,Same Day,Lh-17155,Logan Haushalter,Consumer,Cincinnati,Ohio,East,Furniture,Furnishings,"Ge 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,0.2,29.769
2162,Ca-2016-101938,2016-07-01,2016-12-01,Standard Class,Dw-13480,Dianna Wilson,Home Office,Oakland,California,West,Office Supplies,Art,Panasonic Kp-350Bk Electric Pencil Sharpener With Auto Stop,34.58,1,0.0,10.0282
2163,Ca-2017-166296,2017-03-13,2017-03-19,Standard Class,Kf-16285,Karen Ferguson,Home Office,Manteca,California,West,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0.0,150.984
2164,Ca-2016-154018,2016-10-13,2016-10-19,Standard Class,Ha-14920,Helen Andreada,Consumer,Laredo,Texas,Central,Technology,Accessories,Razer Kraken Pro Over Ear Pc And Music Headset,191.976,3,0.2,23.997
2165,Ca-2016-154018,2016-10-13,2016-10-19,Standard Class,Ha-14920,Helen Andreada,Consumer,Laredo,Texas,Central,Office Supplies,Paper,Array Memo Cubes,8.288,2,0.2,3.0044
2166,Ca-2016-154018,2016-10-13,2016-10-19,Standard Class,Ha-14920,Helen Andreada,Consumer,Laredo,Texas,Central,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,0.6,-150.414
2167,Ca-2016-154018,2016-10-13,2016-10-19,Standard Class,Ha-14920,Helen Andreada,Consumer,Laredo,Texas,Central,Office Supplies,Art,Newell 334,15.872,1,0.2,1.1904
2168,Ca-2016-154018,2016-10-13,2016-10-19,Standard Class,Ha-14920,Helen Andreada,Consumer,Laredo,Texas,Central,Office Supplies,Binders,Avery Non-Stick Binders,6.286,7,0.8,-11.0005
2169,Ca-2017-117870,2017-01-27,2017-01-30,Second Class,Jh-15820,John Huston,Consumer,Kent,Ohio,East,Office Supplies,Art,Newell 312,14.016,3,0.2,1.752
2170,Ca-2017-117870,2017-01-27,2017-01-30,Second Class,Jh-15820,John Huston,Consumer,Kent,Ohio,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover With Stand,71.976,3,0.2,-8.997
2171,Ca-2017-117870,2017-01-27,2017-01-30,Second Class,Jh-15820,John Huston,Consumer,Kent,Ohio,East,Technology,Phones,Jbl Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
2172,Us-2017-137491,2017-11-19,2017-11-25,Standard Class,Lc-16930,Linda Cazamias,Corporate,San Angelo,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.7232
2173,Ca-2014-152296,2014-01-08,2014-03-08,First Class,Il-15100,Ivan Liston,Consumer,San Francisco,California,West,Office Supplies,Binders,Wilson Jones Data.Warehouse D-Ring Binders With Dubllock,19.752,3,0.2,6.9132
2174,Ca-2016-112025,2016-07-30,2016-04-08,Standard Class,Ls-16975,Lindsay Shagiari,Home Office,Houston,Texas,Central,Office Supplies,Binders,Gbc Velobind Cover Sets,9.264,3,0.8,-13.896
2175,Ca-2015-132507,2015-07-30,2015-03-08,Second Class,Cc-12610,Corey Catlett,Corporate,Houston,Texas,Central,Office Supplies,Storage,Eldon Profile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792
2176,Ca-2016-125738,2016-10-15,2016-10-21,Standard Class,Pb-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128
2177,Ca-2016-125738,2016-10-15,2016-10-21,Standard Class,Pb-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1986,60.12,9,0.0,28.8576
2178,Ca-2016-125738,2016-10-15,2016-10-21,Standard Class,Pb-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375
2179,Ca-2016-125738,2016-10-15,2016-10-21,Standard Class,Pb-18805,Patrick Bzostek,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,0.0,32.936
2180,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Office Supplies,Binders,"Gbc Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,0.2,30.8966
2181,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Office Supplies,Labels,Alphabetical Labels For Top Tab Filing,44.4,3,0.0,22.2
2182,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Furniture,Chairs,Hon Mobius Operator'S Chair,442.764,4,0.1,59.0352
2183,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Technology,Machines,Bady Bdg101Fru Card Printer,3999.95,5,0.0,1159.9855
2184,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Technology,Accessories,Sandisk Ultra 64 Gb Microsdhc Class 10 Memory Card,199.95,5,0.0,21.9945
2185,Ca-2016-128818,2016-07-05,2016-11-05,Standard Class,Cj-12010,Caroline Jumper,Consumer,New York City,New York,East,Furniture,Furnishings,Staple-Based Wall Hangings,63.68,8,0.0,28.0192
2186,Ca-2017-124576,2017-01-08,2017-04-08,Second Class,Hk-14890,Heather Kirkland,Corporate,Salinas,California,West,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,54.896,2,0.2,18.5274
2187,Ca-2016-101378,2016-07-14,2016-07-14,Same Day,Rh-19600,Rob Haberlin,Consumer,Huntsville,Alabama,South,Technology,Accessories,Hp Standard 104 Key Ps/2 Keyboard,29.0,2,0.0,7.25
2188,Ca-2017-143063,2017-10-08,2017-08-15,Standard Class,Il-15100,Ivan Liston,Consumer,Columbus,Indiana,Central,Office Supplies,Envelopes,Staple Envelope,70.08,6,0.0,35.04
